122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-4.0,-5529.686937272985,0.0,2182.824468720337,60.04986116932804,21.72278615385138
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-2.0,-4275.323118097382,0.0,1690.4068708738432,51.843325690877464,19.39226319092102
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,1.0,-4725.429263353202,0.0,1692.0385917990461,51.472509123601355,20.46034877778071
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-2.0,-4842.938735680538,0.0,1848.839598015722,52.57138947543302,17.384499279286693
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-2.0,-4770.2220460471,0.0,1846.5520915325087,56.27378351103414,21.814974577425815
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-2.0,-5375.888641906,0.0,1366.890919155905,46.0542066248596,22.02274399147587
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-1.0,-3239.723581354192,0.0,1763.3936634773709,53.211608450927656,17.48245306496508
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-2.0,-3661.865699825954,0.0,1795.615634009353,55.31042979444118,15.526304513950159
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,1.0,-4120.267836731044,0.0,2021.4269447986626,55.16017742996297,18.024699746239328
122c5aa7_nohash_3.wav,go,carlini,down,alzantot,down,-2.0,-5995.85592526375,0.0,1618.6179429014937,49.165493319073335,20.64435298928275
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,0.0,-11275.991996479832,0.0,1338.8759928029685,3.6552137853109343,9.263789506387823
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,0.0,-6987.0998315350735,0.0,1037.3002265136383,3.402954641790302,9.82169834063346
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,0.0,-7136.90304802364,0.0,1239.0343916100464,4.564358964369205,10.262431552176189
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,-2.0,-8661.914864862832,0.0,1037.7993526556093,-0.2679888160032533,10.832623714767635
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,-1.0,-8978.171249936306,0.0,1221.8141180525108,-1.01885323889843,11.50067104730811
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,1.0,-6669.815824307065,0.0,1235.5224991845644,6.955936554448954,11.053867821908142
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,-1.0,-7985.514242931065,0.0,1374.9640238150641,4.205114781552595,8.582003248387188
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,-1.0,-11147.644372707815,0.0,873.5574380211347,-5.535786363908926,11.868122785194672
5705a0f9_nohash_0.wav,go,carlini,down,alzantot,down,0.0,-6197.765499924106,0.0,1087.947592862938,2.2479520732799187,10.708146765099684
